"Pesquisador_Responsável","Pesquisadores_Associados","Pesquisadores_Principais","Cidade","Instituições_no_Exterior","Área_do_Conhecimento","Data_de_Início","Data_de_Término"
"Pedro Mikahil Neto","Eduardo Arantes Nogueira","","Campinas","","Medicina","11/1/2007","6/30/2008"
"Newton Chiarini Borghesi","","","Rafard","","Engenharia Química","11/1/2007","8/31/2008"
"Ricardo Goncalves de Aguiar","","","São Carlos","","Ciência da Computação","11/1/2007","4/30/2008"
"Jose Miraglia","José Nivaldo Hinckel - Luciano Fratin","","São Paulo","","Engenharia Aeroespacial","11/1/2007","5/31/2008"
"Helder Knidel","Daniela Mayumi Ushizima - Leandro Nunes de Castro Silva","","Santos","","Engenharia Mecânica","11/1/2007","10/31/2009"
"João Batista Almeida Medeiros","","","Campinas","","Agronomia","11/1/2007","3/31/2009"
"Rodrigo Tognotti Zauberas","","","Mauá","","Engenharia de Materiais e Metalúrgica","11/1/2007","9/30/2008"
"André Luiz Molisani","","","São Paulo","","Engenharia de Materiais e Metalúrgica","10/1/2007","9/30/2008"
"Jean Jacques Bonvent","","","Mogi das Cruzes","","Física","10/1/2007","4/30/2008"
"Christina Ramires Ferreira","Gustavo Henrique Martins Ferreira de Souza - Marcos Nogueira Eberlin","","Mogi Mirim","","Medicina Veterinária","10/1/2007","4/30/2008"
"Satika Otani","","","São José dos Campos","","Engenharia Aeroespacial","10/1/2007","9/30/2008"
"Yu Liren","","","São Carlos","","Engenharia Civil","10/1/2007","9/30/2010"
"Gustavo Felipe Paolillo","","","Santo André","","Engenharia Elétrica","10/1/2007","6/30/2008"
"Rodrigo Franco Gonçalves","","","São Paulo","","Engenharia de Produção","10/1/2007","4/30/2008"
"Luis Fernando de Oliveira Furtado","","","São Paulo","","Química","10/1/2007","4/30/2008"
"Rogério Márcio Rykovsky","","","São Paulo","","Engenharia Agrícola","10/1/2007","3/31/2008"
"Luiz Felipe Brandini Ribeiro","","","Rio Claro","","Geociências","10/1/2007","4/30/2008"
"Célia Maria de Jesus","","","São Paulo","","Genética","10/1/2007","7/31/2008"
"Ivan Correr","","","Santa Bárbara D'Oeste","","Engenharia Mecânica","9/1/2007","3/31/2011"
"Humberto Bachega Pinheiro","","","Campinas","","Ciência da Computação","9/1/2007","2/29/2008"
"Marcos de Castro Reinach","","","São Paulo","","Ciência da Computação","9/1/2007","2/29/2008"
"Karina Barreto de Souza","","","Itapetininga","","Ciência e Tecnologia de Alimentos","9/1/2007","6/30/2008"
"Jeanne Blanco de Molfetta","Alexandra Ivo de Medeiros - Celio Lopes Silva - Eduardo Dantas Casillo Gonçalves - Fabio Cícero de Sá Galetti","","São Paulo","","Farmácia","9/1/2007","2/28/2010"
"Marcos Eduardo Sedra Gugliotti","","","São Paulo","","Química","8/1/2007","12/1/2008"
"Wilson Silva Júnior","","","Mogi Guaçu","","Engenharia de Materiais e Metalúrgica","8/1/2007","2/28/2011"
"Monica Bernardo Neves","","","Botucatu","","Recursos Florestais e Engenharia Florestal","8/1/2007","1/31/2008"
"Vera Fantinato","","","São Paulo","","Microbiologia","8/1/2007","3/31/2008"
"Marcelo Rocha Corrêa","","","Botucatu","","Engenharia Agrícola","8/1/2007","7/31/2008"
"Nicolau Apoena Castro","","","São Paulo","","Engenharia de Materiais e Metalúrgica","8/1/2007","3/31/2008"
"Joao Carlos Leite Cesar Filho","","","São Paulo","","Química","8/1/2007","1/31/2008"
"Guillermo Ruperto Martín Cortés","","","São Paulo","","Engenharia de Materiais e Metalúrgica","8/1/2007","4/30/2011"
"Alessandra Venâncio Diniz","","","São José dos Campos","","Engenharia de Materiais e Metalúrgica","8/1/2007","9/30/2010"
"José Roberto Campos","","","São Carlos","","Engenharia Elétrica","8/1/2007","1/31/2008"
"Ivan Christensen Nali","","","Ribeirão Preto","","Química","7/1/2007","5/31/2010"
"Leonidas Lopes de Melo","","","São José dos Campos","","Engenharia de Materiais e Metalúrgica","7/1/2007","8/31/2010"
"Alexandre Gatti","","","São Carlos","","Odontologia","7/1/2007","10/31/2011"
"Maria Rita Silva Gilli Martins","","","Botucatu","","Recursos Florestais e Engenharia Florestal","7/1/2007","1/31/2008"
"Rodrigo Bezerra de Araujo Gallis","","","Presidente Prudente","","Geociências","7/1/2007","5/31/2011"
"Oswaldo Antonio Beraldo","","","São Carlos","","Engenharia Elétrica","7/1/2007","5/31/2010"
"Kaoru Baba","","","São Paulo","","Engenharia Civil","7/1/2007","12/31/2009"
"Marcos David Ferreira","","","Campinas","","Engenharia Agrícola","7/1/2007","3/31/2008"
"Henrique de Moraes Borges de Carvalho","","","Campinas","","Engenharia Biomédica","7/1/2007","1/31/2008"
"Arlete Tavares Almeida","","","São Paulo","","Engenharia de Materiais e Metalúrgica","6/1/2007","11/30/2007"
"Karisa Karla Manhani","","","Campinas","","Ciência da Computação","6/1/2007","11/30/2007"
"Vagner Rogério dos Santos","","","São Lourenço da Serra","","Engenharia de Produção","6/1/2007","6/30/2008"
"Mario Antonio Stefani","","","São Carlos","","Engenharia Biomédica","6/1/2007","11/30/2007"
"Cesar Augusto Por Deus Évora","","","Campinas","","Medicina","6/1/2007","5/31/2008"
"Carolina Afonso Pinto","","","Cotia","","Ciência da Computação","6/1/2007","5/31/2009"
"Acácio Luiz Siarkowski","","","São Paulo","","Ciência da Computação","6/1/2007","11/30/2007"
"Marcos Roberto da Silva","","","Matão","","Engenharia Agrícola","6/1/2007","4/2/2009"
"Gustavo Rocha de Paula","","","São Carlos","","Engenharia de Materiais e Metalúrgica","6/1/2007","11/30/2007"
"Felipe Camargo Braga","","","Cravinhos","","Zootecnia","6/1/2007","2/29/2008"
"Daniel Kunzler de Souza Carmo","","","São José dos Campos","","Engenharia Elétrica","6/1/2007","9/30/2010"
"Vania Aparecida Gurian Varoto","","","São Carlos","","Fisioterapia e Terapia Ocupacional","6/1/2007","12/31/2007"
"Kleber Rogerio Bacili","","","Campinas","","Ciência da Computação","6/1/2007","12/31/2009"
"Carlos Alberto Ferragini","","","São Carlos","","Engenharia de Materiais e Metalúrgica","6/1/2007","12/31/2007"
"Nelson Karsokas Filho","","","Cajamar","","Engenharia de Materiais e Metalúrgica","6/1/2007","3/31/2010"
"Ricardo Gomide Woisky do Rio","","","Taboão da Serra","","Farmacologia","5/1/2007","9/30/2008"
"Marília Emura","Carlos Shiniti Muranaka - Marcelo Shiroma Lancarotte","","São Paulo","","Engenharia Elétrica","5/1/2007","4/30/2009"
"Luis Daniel Loyola Herrera","","","Campinas","","Química","5/1/2007","6/30/2009"
"Carlos Eduardo Podesta","","","São Bernardo do Campo","","Engenharia de Materiais e Metalúrgica","5/1/2007","10/31/2011"
"Tomas Ricardo Campos Pimentel","","","São Carlos","","Engenharia Biomédica","5/1/2007","2/29/2008"
"José Elizeu Benigno Ramos","","","São Carlos","","Engenharia Biomédica","5/1/2007","2/29/2008"
"Ana Lucia Carneiro Fernandes Souto","","","São Paulo","","Engenharia Biomédica","5/1/2007","10/31/2007"
"Fernando Perazzini Facchini","","","Campinas","","Engenharia Biomédica","5/1/2007","10/31/2007"
"Joana D'Arc Félix de Sousa","","","Franca","","Engenharia Sanitária","5/1/2007","9/30/2010"
"Johnson Delibero Angelo","","","São Paulo","","Engenharia Mecânica","5/1/2007","10/31/2007"
"Mario Tsukada","","","Ribeirão Preto","","Farmácia","4/1/2007","4/30/2010"
"Jorge Eduardo Vettorazzo","","","São Paulo","","Engenharia Aeroespacial","4/1/2007","3/31/2011"
"Márcio Antônio Polezel","","","Sorocaba","","Imunologia","4/1/2007","7/31/2010"
"Alberto Costa Nogueira Junior","","","Campinas","","Engenharia Mecânica","4/1/2007","8/31/2010"
"Rodrigo Fernando Galzerano Baldo","","","Campinas","","Engenharia Agrícola","4/1/2007","11/30/2007"
"Tarcísio Cordaro","","","Paulínia","","Engenharia Elétrica","4/1/2007","3/31/2009"
"Sebastião Roberto dos Santos","","","Mococa","","Engenharia Mecânica","4/1/2007","10/31/2007"
"Maria Beny Pinto Zakia","","","São Paulo","","Engenharia Biomédica","4/1/2007","4/30/2008"
"Olga Zazuco Higa","","","São Paulo","","Engenharia de Materiais e Metalúrgica","3/1/2007","2/28/2010"
"Roberto Hiroyuki Konno","","","Engenheiro Coelho","","Agronomia","3/1/2007","4/30/2010"
"Rodrigo Vitorio Alonso","","","Patrocínio Paulista","","Medicina Veterinária","3/1/2007","8/31/2007"
"Leandro Licursi de Oliveira","Mirela de Barros Tamarozzi","","Ribeirão Preto","","Medicina Veterinária","3/1/2007","11/30/2007"
"Silvia Yuko Eguchi","","","Campinas","","Engenharia Química","3/1/2007","1/31/2011"
"Lidio Kazuo Takayama","Boaventura Freire dos Reis - Fábio Rodrigo Piovezani Rocha - Ivo Milton Raimundo Junior - Joaquim de Araújo Nóbrega","","São Paulo","","Química","3/1/2007","8/31/2007"
"José Milton Cavenaghi","","","Itapira","","Engenharia Elétrica","3/1/2007","11/30/2008"
"Osvaldo Hugo Bertone","","","São Carlos","","Ciência da Computação","3/1/2007","5/31/2009"
"Fernando Mauro Lanças","","","Pindorama","","Química","3/1/2007","2/29/2008"
"Bento da Costa Carvalho Jr","","","Campinas","","Ciência e Tecnologia de Alimentos","3/1/2007","11/30/2007"
"Sandro Gomes Soares","Bergson Fogaça de Oliveira","","Ribeirão Preto","","Medicina Veterinária","3/1/2007","10/31/2010"
"Christian Ravagnani","","","São Carlos","","Engenharia de Materiais e Metalúrgica","3/1/2007","8/31/2007"
"Roberto Dantas Queiroz","","","São Paulo","","Engenharia Biomédica","3/1/2007","1/31/2008"
"Aparecido Rodrigues da Silva","","","São Carlos","","Engenharia Civil","3/1/2007","11/30/2007"
"Aparecido de Arruda Sobrinho","","","São Carlos","","Engenharia Biomédica","3/1/2007","3/31/2010"
"Alexandre Rodrigues da Silva","","","Charqueada","","Economia","3/1/2007","8/31/2007"
"Diego Fiori de Carvalho","","","Ribeirão Preto","","Ciência da Computação","3/1/2007","2/28/2011"
"Valeria Fernandes Monteiro","","","São Carlos","","Bioquímica","2/1/2007","4/30/2010"
"Antônio Cláudio Reis de Paiva","","","Santana de Parnaíba","","Probabilidade e Estatística","2/1/2007","3/31/2009"
"Arline Maria Melo","","","Campinas","","Física","2/1/2007","9/30/2010"
"Cristina Souza Freire Nordi","","","São Carlos","","Microbiologia","2/1/2007","11/30/2007"
"Edgar Alberto de Brito","","","Campinas","","Recursos Florestais e Engenharia Florestal","2/1/2007","4/30/2009"
"Domingos Guilherme Pellegrino Cerri","","","São Carlos","","Engenharia Agrícola","2/1/2007","1/31/2009"
"Aline Piccoli Otalara","","","Rio Claro","","Educação","2/1/2007","9/30/2007"
"Rames Mattar Júnior","","","São Paulo","","Engenharia Biomédica","2/1/2007","3/31/2008"
"Nilton Cesar da Silva","","","São Carlos","","Ciência da Computação","1/1/2007","11/30/2008"
"Kleber Teraoka","","","Campinas","","Ciência da Computação","1/1/2007","4/30/2008"
"César Benedito Batistella","","","Rafard","","Engenharia Química","1/1/2007","3/31/2009"
"Sonia Regina Negri Vital Alonso","","","São José dos Campos","","Engenharia Aeroespacial","1/1/2007","2/29/2008"
"Alexandre de Souza Pinto","","","Hortolândia","","Ciência da Computação","1/1/2007","6/30/2008"
"Eduardo Mattoso Ramos de Souza","","","Campinas","","Agronomia","1/1/2007","6/30/2007"
"Eduardo Dantas Casillo Gonçalves","Alexandra Ivo de Medeiros - Ana Olívia de Souza - Celio Lopes Silva","","São Paulo","","Farmácia","1/1/2007","12/31/2008"
"Jefferson Luiz Grangeiro da Silva","","","Campinas","","Engenharia Química","1/1/2007","6/30/2007"
"Sérgio Barcelos","","","Campinas","","Engenharia Elétrica","1/1/2007","12/31/2009"
"Alberto Carlos Pereira Filho","","","São José dos Campos","","Engenharia Mecânica","1/1/2007","2/29/2008"
"Marcelo Fernando Selli","","","Sertãozinho","","Engenharia Mecânica","12/1/2006","5/31/2011"
"José Lino Gonçalves","","","Holambra","","Engenharia Agrícola","12/1/2006","1/31/2010"
"Odair Oliva de Farias","","","Santos","","Administração","12/1/2006","11/30/2008"
"Gabriela María Cabel Barbarán","","","São Paulo","","Ciência da Computação","12/1/2006","5/31/2007"
"Carlos Seleghim","","","São Carlos","","Engenharia Mecânica","12/1/2006","11/30/2010"
"Euclides Matheucci Junior","","","São Carlos","","Bioquímica","12/1/2006","7/31/2007"
"Marco Stipkovic Filho","Tarcisio Antonio Hess Coelho","","São Paulo","","Engenharia Mecânica","12/1/2006","8/31/2007"
"Fabricio Nicolato","","","Campinas","","Engenharia Elétrica","12/1/2006","8/31/2007"
"Edson Roberto Minatel","","","São Carlos","","Engenharia de Produção","12/1/2006","1/31/2013"
"Winston Bonetti Yoshida","","","Botucatu","","Medicina","12/1/2006","9/30/2008"
"Maria Lúcia Bueno Trindade","","","Botucatu","","Agronomia","12/1/2006","8/31/2011"
"Victor Carlos Pandolfelli","","","Itu","","Engenharia de Materiais e Metalúrgica","12/1/2006","11/30/2008"
"Rodrigo Cascão Araújo","","","Campinas","","Ciência da Computação","12/1/2006","2/28/2010"
"Renato Morandin","","","Catanduva","","Engenharia de Produção","12/1/2006","10/31/2007"
"Gilberto Toma","","","São José dos Campos","","Engenharia Elétrica","11/1/2006","6/30/2007"
"Daniel Aksler Berlin","","","São Paulo","","Engenharia Biomédica","11/1/2006","6/30/2012"
"Antonio Dutra Caldas","","","São José dos Campos","","Física","11/1/2006","8/31/2007"
"José Augusto Lopes","","","São Paulo","","Engenharia Biomédica","11/1/2006","6/30/2007"
"José Fernando Ribeiro de Castro","","","São Carlos","","Engenharia de Materiais e Metalúrgica","11/1/2006","8/31/2010"
"Paulo Roberto Barbosa","Paulo Seleghim Júnior","","São Carlos","","Engenharia Mecânica","11/1/2006","7/31/2007"
"Tomás Kanashiro Matuo","","","Jaboticabal","","Engenharia Agrícola","11/1/2006","3/31/2009"
"Marcus Vinicius Pereira Remedio","","","São Carlos","","Engenharia de Materiais e Metalúrgica","11/1/2006","6/30/2010"
"Mairum Ceoldo Andrade","","","Ribeirão Preto","","Engenharia Elétrica","11/1/2006","5/31/2007"
"Adriana Medaglia","","","São Carlos","","Bioquímica","11/1/2006","2/28/2011"
"Gustavo Ribeiro Palma do Nascimento","","","São Carlos","","Desenho Industrial","10/1/2006","9/30/2009"
"Jose Americo Bonatti","","","São Paulo","","Engenharia Biomédica","10/1/2006","11/30/2008"
"Luis Mariano del Val Cura","","","Campinas","","Ciência da Computação","10/1/2006","9/30/2009"
"Moacir Rossi Forim","","","São Carlos","","Química","10/1/2006","8/31/2009"
"Luis Ernesto Roca Bruno","","","São Carlos","","Engenharia de Materiais e Metalúrgica","10/1/2006","4/30/2007"
"Mariangela de Burgos Martins de Azevedo","","","São Paulo","","Engenharia Química","10/1/2006","9/30/2008"
"Fábio Haruo Fukuda","","","São Paulo","","Engenharia Elétrica","10/1/2006","6/30/2009"
"Grace Mendonça Dias de Souza","","","São Paulo","","Odontologia","10/1/2006","5/31/2011"
"Marcelo Cervini","","","São Carlos","","Bioquímica","10/1/2006","1/31/2010"
"Fredy Joao Valente","","","São Carlos","","Engenharia de Produção","10/1/2006","3/31/2009"
"Rafael Alexandre Ferrarezi","","","São Carlos","","Engenharia Agrícola","9/1/2006","5/31/2007"
"Claudio Alessandro de Carvalho Silva","","","Campinas","","Engenharia Mecânica","9/1/2006","2/28/2007"
"Edmilson da Silva Morais","","","Campinas","","Ciência da Computação","9/1/2006","1/31/2010"
"Germán Carlos Santos Quispe","","","São Paulo","","Engenharia Elétrica","9/1/2006","1/31/2010"
"Shirley Cosin","","","Jundiaí","","Engenharia de Materiais e Metalúrgica","9/1/2006","8/31/2009"
"Suzilene Real Janasi","","","Ribeirão Pires","","Engenharia de Materiais e Metalúrgica","9/1/2006","2/28/2009"
"Fábio Hildebrand Russo","","","São Carlos","","Engenharia Naval e Oceânica","9/1/2006","2/29/2008"
"Armando Drummond","","","Campinas","","Engenharia Elétrica","9/1/2006","9/30/2009"
"Maria Esmeralda Soares Payão Demattê","","","Jaboticabal","","Agronomia","9/1/2006","4/30/2007"
"Raquel Valério de Sousa","","","Socorro","","Engenharia Civil","9/1/2006","3/31/2013"
"Elisa Esposito","","","Mogi das Cruzes","","Microbiologia","9/1/2006","2/28/2007"
"Alexandre Bernardes de Barros","","","Araraquara","","Engenharia Aeroespacial","9/1/2006","5/31/2012"
"Aurelindo Leme Silva","","","São Paulo","","Engenharia Elétrica","9/1/2006","9/30/2007"
"Marcelo José Carbonari","","","Bauru","","Engenharia de Materiais e Metalúrgica","9/1/2006","2/28/2010"
"Fernando Luis Schiavon","","","São Carlos","","Engenharia Mecânica","9/1/2006","1/31/2011"
"Alfredo Yahn de Andrade","","","Campinas","","Engenharia Mecânica","9/1/2006","5/31/2007"
"Jorge Casas Liza","","","São Paulo","","Engenharia Química","8/1/2006","9/30/2009"
"Fábio Monaro Engelmann","","","São Caetano do Sul","","Química","8/1/2006","8/31/2009"
"Rogers Ribeiro","","","Limeira","","Engenharia Agrícola","8/1/2006","2/28/2007"
"Theri Leica Degaki","","","Campinas","","Bioquímica","8/1/2006","1/31/2007"
"Yoshikazo Ernesto Nagai","","","Campinas","","Física","8/1/2006","2/28/2010"
"Doris Groth","","","Jaguariúna","","Engenharia Agrícola","8/1/2006","2/28/2007"
"Flávio Aparecido Rodrigues","","","Mogi das Cruzes","","Química","8/1/2006","4/30/2007"
"Luis Felipe Uebel","","","São Paulo","","Ciência da Computação","8/1/2006","5/31/2010"
"Maria Del Carmen Velazquez Pereda","","","Sorocaba","","Farmácia","8/1/2006","1/31/2010"
"Alexandre Kerkis","","","São Paulo","","Genética","8/1/2006","2/28/2007"
"Luciano Tanz","Bruno Gallinaro - Felipe Ribeiro - Gracieli Sartório Cardoso de Lima - Johnny Martinez de Moraes - Marcos de Araujo Cesaretti - Ricardo Reis Costa","","Ferraz de Vasconcelos","","Engenharia Aeroespacial","7/1/2006","11/30/2009"
"Alexandre de Sene Pinto","","","Piracicaba","","Agronomia","7/1/2006","6/30/2009"
"Renato Turchet","","","Jundiaí","","Engenharia de Materiais e Metalúrgica","7/1/2006","4/30/2007"
"José Dias Carvalho Mello Filho","","","Itirapuã","","Administração","7/1/2006","9/30/2007"
"Mário del Giúdice Paniago","","","Campinas","","Bioquímica","7/1/2006","9/30/2009"
"Agenor de Toledo Fleury","","","São Paulo","","Engenharia Biomédica","7/1/2006","2/28/2007"
"Miguel dos Santos Alves Filho","","","São Paulo","","Engenharia Elétrica","7/1/2006","4/30/2009"
"Jose Carlos Assis Dornelas","","","São Paulo","","Ciência da Computação","7/1/2006","7/31/2009"
"Dalva Cruz Laganá","","","Caieiras","","Odontologia","7/1/2006","6/30/2007"
"Márcio Henrique de Avelar Gomes","","","São José dos Campos","","Engenharia Aeroespacial","7/1/2006","12/31/2006"
"Carlos Antônio Taube","","","Campinas","","Matemática","7/1/2006","12/31/2006"
"Catalina Romero Lopes","","","Botucatu","","Genética","7/1/2006","4/30/2010"
"Carlos Seleghim","","","Ariranha","","Engenharia Mecânica","6/1/2006","11/30/2006"
